,title,text
0,3.0,"For college going crowd. they buy stuff like tops, purse, wallet, mobile covers, suitcases from here plus a few restaurants. May be more lively in evenings."
1,4.0,"all-in-one shopping place.you can find almost everything you need in hongdae free market.cafe, coffee shop, clothing, souvenir, restaurant. everything in wallet-friendly price.keep aware with your belongings since this place is always crowded with lots of people.Have a nice excursion in Hongdae ^o^"
