,title,text
0,5.0,"This is a fine botanical park which is under preparation. Currently, they allow a free temporary visit for limited facilities. Good to visit for families and couples. For tourists to enjoy flowers too.  - Not famous yet. There aren't many visitors. - The grand opening is May,"
