,title,text
0,4.0,"I recommend this place to all kpop and kdrama fans! If you want to know how it feels like to hold hands with your favorite Lotte Idol, you definitely should not miss this.I loved comparing my hand size to with the BTS members' hands and wow, I must say Jungkook's hand is so big! Also, my favorite is Jin's hand. :)"
