,title,text
0,4.0,"This is a place where you can learn about the lives and achievement of former Korean presidents, located near the Presidential House (Blue House). Also, you can understand Korean traditional culture as well. It also serves as history museum and a cultural information center to experience Korea, from the past, present, to the future. There's a souvenir shop also in the lobby."
1,4.0,"You are now visiting Republic of Korea(South Korea). Cheongwadae Sarangchae is a multi-purpose exhibition hall where visitors can learn about the lives and accomplishments of former Korean presidents as well as understand the past, present and future visions of Seoul and Korea. It is right next to Gyeongbokgung palace so easy to look around."
