,title,text
0,5.0,"It is a great wholesale market. You should visit DAN(#B122),  a silver jewelry specialty store. It is truly the best jewelry wholesaler in Korea!!!You can also enjoy TAX REFUND service only at this store.     한국에서 최고의 은 악세서리 전문 도매매장을 찾는다면 DAN(지하1층 B122호)를 방문해보세요!! 진짜 예쁜 실버 악세서리들을 팔고 있고요 도매시장인데도 카드도 받고 현금영수증도 해주고 백화점 매장 같아요."
