,title,text
0,5.0,"Fantastic department store, my favourite in the city.Very nicely designed it is comfortable to shop there and very good product mixFamous for its luxury brands but search for premium products from suppliers ask over the world.Go to food floor to shop or eat there...or just to see the lovely presentation."
