,title,text
0,4.0,"If you walk around Ehwa Women's University fashion street, you will notice many Chinese tourists are walking around with YOU! There is a rumor among Chinese people, if you take a picture in front of the entrance gate of Ehwa Women's University or walk through this street, it will bring you good luck and fortune. This is from the Chinese name of Ehwa Women's University which means good luck and fortune. Except for this, this is a fashion street for shopping mostly for young generations. That's why the price is kind of cheap and good."
