,title,text
0,5.0,"Such a nice area! Art everywhere, on the walls, on the air! Lot of people taking pictures around! Souvenirs and a good coffee can be found"
1,4.0,Can shoot many shots along the alleys until top of the hill. It's better to visit in the morning (before noon) or late afternoon.
