,title,text
0,3.0,I like the campus because there's a free basketball court and soccer fields nearby it's also conveniently close to restaurants and the subway
1,5.0,"This review is a little misleading since Hongik University doesn't have much to offer your average traveler.  If you are looking for educational opportunities, then maybe.  However, the area surrounding Hongik University is one of the most exciting in Korea!  Here's a review of"
