,title,text
0,5.0,"If you need clothes and discount, come there... there are a lot of stands of many brands, you can negociate a discount to buy all you need"
1,1.0,"Maybe it's a bad time to come where the place is stocked with mostly thick and long sleeves. Not particularly trendy clothes or cheap since it is an outlet. For those that are not expecting the usual US standard premium outlets and not looking for any brand names, maybe it's worth coming since there are a few buildings of such outlets linked to each other."
